TO,LH,RH,LK,RK,LA,RA
595.00,445.00,581.32,312.00,712.00,0.00,0.00
594.89,445.00,581.25,312.00,712.00,0.00,0.00
594.78,445.00,581.18,312.00,712.00,0.00,0.00
594.67,445.00,581.10,312.00,712.00,0.00,0.00
594.56,445.00,581.03,312.00,712.00,0.00,0.00
594.46,445.00,580.97,312.00,712.00,0.00,0.00
594.35,445.00,580.90,312.00,712.00,0.00,0.00
593.94,445.00,580.83,312.00,712.00,0.00,0.00
593.41,445.00,580.77,312.00,712.00,0.00,0.00
592.81,445.00,580.70,312.00,712.00,0.00,0.00
592.15,445.00,580.62,312.00,712.00,0.00,0.00
591.41,445.00,580.52,312.00,712.00,0.00,0.00
590.58,445.00,580.41,312.00,712.00,0.00,0.00
589.66,445.00,580.26,312.00,712.00,0.00,0.00
588.64,445.00,580.09,312.00,712.00,0.00,0.00
587.51,445.00,579.89,312.00,712.00,0.00,0.00
586.26,445.00,579.65,312.00,712.00,0.00,0.00
584.87,445.00,579.38,312.00,712.00,0.00,0.00
583.34,445.00,579.07,312.00,712.00,0.00,0.00
581.66,445.00,579.00,312.00,712.00,0.00,0.00
579.81,445.00,579.00,312.00,712.00,0.00,0.00
577.77,445.00,579.00,312.00,712.00,0.00,0.00
575.54,445.00,579.00,312.00,712.00,0.00,0.00
573.09,445.00,579.00,312.00,712.00,0.00,0.00
570.40,445.00,579.00,312.00,712.00,0.00,0.00
567.46,445.00,579.00,312.00,712.00,0.00,0.00
564.23,445.00,579.00,312.00,712.00,0.00,0.00
560.71,445.00,579.00,312.00,712.00,0.00,0.00
556.86,445.00,579.00,312.00,712.00,0.00,0.00
552.66,445.00,579.00,312.00,712.00,0.00,0.00
548.07,445.00,579.00,312.00,712.00,0.00,0.00
543.05,445.00,579.00,312.00,712.00,0.00,0.00
537.59,445.00,579.00,312.00,712.00,0.00,0.00
531.63,445.00,579.00,312.00,712.00,0.00,0.00
525.13,445.00,579.00,312.00,712.00,0.00,0.00
518.05,445.00,579.00,312.00,712.00,0.00,0.00
510.33,445.00,579.00,312.00,712.00,0.00,0.00
501.93,445.00,579.00,312.00,712.00,0.00,0.00
492.78,445.00,579.00,312.00,712.00,0.00,0.00
482.82,445.00,579.00,312.00,712.00,0.00,0.00
471.98,445.00,579.00,312.00,712.00,0.00,0.00
460.80,445.00,579.00,312.00,712.00,0.00,0.00
454.51,445.00,579.00,312.00,712.00,0.00,0.00
447.80,445.00,579.00,312.00,712.00,0.00,0.00
441.78,445.00,579.00,312.00,712.00,0.00,0.00
436.40,445.00,579.00,312.00,712.00,0.00,0.00
431.58,442.15,579.00,312.00,712.00,0.00,0.00
427.29,437.49,579.00,312.00,712.00,0.00,0.00
423.46,432.84,579.00,312.00,712.00,0.00,0.00
420.06,428.24,579.00,312.00,712.00,0.00,0.00
417.05,423.73,579.00,312.00,712.00,0.00,0.00
414.39,419.36,579.00,312.00,712.00,0.00,0.00
412.04,415.14,579.00,312.00,712.00,0.00,0.00
409.98,411.10,579.00,313.59,712.00,0.00,0.00
408.17,407.25,579.00,319.87,712.00,0.00,0.00
406.60,403.61,579.00,325.84,712.00,0.00,0.00
405.25,400.17,579.00,331.49,712.00,0.00,0.00
404.08,396.94,579.00,336.82,712.00,0.00,0.00
403.09,393.93,579.00,341.80,712.00,0.00,0.00
402.26,391.13,579.00,346.45,712.00,0.00,0.00
401.57,388.54,579.00,350.75,712.00,0.00,0.00
401.00,386.16,579.00,354.73,712.00,0.00,0.00
400.55,383.98,579.00,358.38,712.00,0.00,0.00
400.21,381.99,579.00,361.71,712.00,0.00,0.00
399.96,380.18,579.00,364.74,712.00,0.00,0.00
399.79,378.56,579.00,367.47,712.00,0.00,0.00
399.70,377.10,579.00,369.91,712.00,0.00,0.00
399.68,375.81,579.00,372.08,712.00,0.00,0.00
399.72,374.67,579.00,373.99,712.00,0.00,0.00
399.82,373.68,579.00,375.65,712.00,0.00,0.00
399.96,372.83,579.00,377.08,712.00,0.00,0.00
400.15,372.11,579.00,378.29,712.00,0.00,0.00
400.38,371.51,579.00,379.29,712.00,0.00,0.00
400.65,371.02,579.00,380.10,712.00,0.00,0.00
400.95,370.64,579.00,380.72,712.00,0.00,0.00
401.27,370.37,579.00,381.17,712.00,0.00,0.00
401.63,370.19,579.00,381.46,712.00,0.00,0.00
402.00,370.09,579.00,381.60,712.00,0.00,0.00
402.40,370.08,579.00,381.60,712.00,0.00,0.00
402.81,370.14,579.00,381.48,712.00,0.00,0.00
403.23,370.27,579.00,381.23,712.00,0.00,0.00
403.68,370.46,579.00,380.88,712.00,0.00,0.00
404.13,370.71,579.00,380.42,712.00,0.00,0.00
404.59,371.02,579.00,379.88,712.00,0.00,0.00
405.06,371.38,579.00,379.25,712.00,0.00,0.00
405.54,371.78,579.00,378.54,712.00,0.00,0.00
406.03,372.23,579.00,377.76,712.00,0.00,0.00
406.52,372.71,579.00,376.92,712.00,0.00,0.00
407.02,373.23,579.00,376.03,712.00,0.00,0.00
407.51,373.78,579.00,375.08,712.00,0.00,0.00
408.02,374.36,579.00,374.08,712.00,0.00,0.00
408.52,374.96,579.00,373.05,712.00,0.00,0.00
409.03,375.59,579.00,371.98,712.00,0.00,0.00
409.53,376.23,579.00,370.87,712.00,0.00,0.00
410.04,376.90,579.00,369.74,712.00,0.00,0.00
410.55,377.58,579.00,368.59,712.00,0.00,0.00
411.05,378.27,579.00,367.42,712.00,0.00,0.00
411.56,378.98,579.00,366.22,712.00,0.00,0.00
412.06,379.69,579.00,365.02,712.00,0.00,0.00
412.56,380.42,579.00,363.80,712.00,0.00,0.00
413.06,381.15,579.00,362.58,712.00,0.00,0.00
413.56,381.89,579.00,361.35,712.00,0.00,0.00
414.06,382.64,579.00,360.11,712.00,0.00,0.00
414.55,383.39,579.00,358.87,712.00,0.00,0.00
415.04,384.14,579.00,357.64,712.00,0.00,0.00
415.53,384.89,579.00,356.40,712.00,0.00,0.00
416.02,385.65,579.00,355.17,712.00,0.00,0.00
416.50,386.40,579.00,353.95,712.00,0.00,0.00
416.98,387.15,579.00,352.72,712.00,0.00,0.00
417.46,387.91,579.00,351.51,712.00,0.00,0.00
417.93,388.66,579.00,350.31,712.00,0.00,0.00
418.40,389.41,579.00,349.11,712.00,0.00,0.00
418.87,390.15,579.00,347.93,712.00,0.00,0.00
419.33,390.89,579.00,346.75,712.00,0.00,0.00
419.79,391.63,579.00,345.59,712.00,0.00,0.00
420.25,392.37,579.00,344.44,712.00,0.00,0.00
420.70,393.10,579.00,343.30,712.00,0.00,0.00
421.15,393.82,579.00,342.18,712.00,0.00,0.00
421.59,394.54,579.00,341.07,712.00,0.00,0.00
422.03,395.25,579.00,339.97,712.00,0.00,0.00
422.47,395.96,579.00,338.89,712.00,0.00,0.00
422.91,396.67,579.00,337.82,712.00,0.00,0.00
423.34,397.36,579.00,336.77,712.00,0.00,0.00
423.77,398.05,579.00,335.73,712.00,0.00,0.00
424.19,398.74,579.00,334.71,712.00,0.00,0.00
424.61,399.42,579.00,333.71,712.00,0.00,0.00
425.03,400.09,579.00,332.72,712.00,0.00,0.00
425.44,400.75,579.00,331.75,712.00,0.00,0.00
425.85,401.41,579.00,330.79,712.00,0.00,0.00
426.26,402.06,579.00,329.85,712.00,0.00,0.00
426.66,402.71,579.00,328.92,712.00,0.00,0.00
427.06,403.35,579.00,328.01,712.00,0.00,0.00
427.46,403.98,579.00,327.11,712.00,0.00,0.00
427.85,404.60,579.00,326.24,712.00,0.00,0.00
428.24,405.22,579.00,325.37,712.00,0.00,0.00
428.62,405.83,579.00,324.53,712.00,0.00,0.00
429.01,406.43,579.00,323.69,712.00,0.00,0.00
429.39,407.03,579.00,322.88,712.00,0.00,0.00
429.76,407.62,579.00,322.08,712.00,0.00,0.00
430.13,408.20,579.00,321.29,712.00,0.00,0.00
430.50,408.78,579.00,320.52,712.00,0.00,0.00
430.87,409.35,579.00,319.76,712.00,0.00,0.00
431.23,409.91,579.00,319.02,712.00,0.00,0.00
431.59,410.47,579.00,318.30,712.00,0.00,0.00
431.95,411.02,579.00,317.59,712.00,0.00,0.00
432.30,411.56,579.00,316.89,712.00,0.00,0.00
432.65,412.09,579.00,316.20,712.00,0.00,0.00
433.00,412.62,579.00,315.53,712.00,0.00,0.00
433.34,413.15,579.00,314.88,712.00,0.00,0.00
433.68,413.66,579.00,314.24,712.00,0.00,0.00
434.02,414.17,579.00,313.61,712.00,0.00,0.00
434.35,414.68,579.00,312.99,712.00,0.00,0.00
434.68,415.17,579.00,312.39,712.00,0.00,0.00
435.01,415.66,579.00,312.00,712.00,0.00,0.00
435.34,416.15,579.00,312.00,712.00,0.00,0.00
435.66,416.63,579.00,312.00,712.00,0.00,0.00
435.98,417.10,579.00,312.00,712.00,0.00,0.00
436.30,417.57,579.00,312.00,712.00,0.00,0.00
436.61,418.03,579.00,312.00,712.00,0.00,0.00
436.92,418.48,579.00,312.00,712.00,0.00,0.00
437.23,418.93,579.00,312.00,712.00,0.00,0.00
437.54,419.37,579.00,312.00,712.00,0.00,0.00
437.84,419.81,579.00,312.00,712.00,0.00,0.00
438.14,420.24,579.00,312.00,712.00,0.00,0.00
438.44,420.66,579.00,312.00,712.00,0.00,0.00
438.73,421.08,579.00,312.00,712.00,0.00,0.00
439.02,421.50,579.00,312.00,712.00,0.00,0.00
439.31,421.91,579.00,312.00,712.00,0.00,0.00
439.60,422.31,579.00,312.00,712.00,0.00,0.00
439.89,422.71,579.00,312.00,712.00,0.00,0.00
440.17,423.10,579.00,312.00,712.00,0.00,0.00
440.45,423.49,579.00,312.00,712.00,0.00,0.00
440.72,423.87,579.00,312.00,712.00,0.00,0.00
441.00,424.25,579.00,312.00,712.00,0.00,0.00
441.27,424.62,579.00,312.00,712.00,0.00,0.00
441.54,424.98,579.00,312.00,712.00,0.00,0.00
441.81,425.35,579.00,312.00,712.00,0.00,0.00
442.07,425.70,579.00,312.00,712.00,0.00,0.00
442.33,426.05,579.00,312.00,712.00,0.00,0.00
442.59,426.40,579.00,312.00,712.00,0.00,0.00
442.85,426.74,579.00,312.00,712.00,0.00,0.00
443.11,427.08,579.00,312.00,712.00,0.00,0.00
443.36,427.41,579.00,312.00,712.00,0.00,0.00
443.61,427.74,579.00,312.00,712.00,0.00,0.00
443.86,428.06,579.00,312.00,712.00,0.00,0.00
444.10,428.38,579.00,312.00,712.00,0.00,0.00
444.35,428.70,579.00,312.00,712.00,0.00,0.00
444.59,429.01,579.00,312.00,712.00,0.00,0.00
444.83,429.31,579.00,312.00,712.00,0.00,0.00
445.07,429.61,579.00,312.00,712.00,0.00,0.00
445.30,429.91,579.00,312.00,712.00,0.00,0.00
445.54,430.20,579.00,312.00,712.00,0.00,0.00
445.77,430.49,579.00,312.00,712.00,0.00,0.00
446.00,430.78,579.00,312.00,712.00,0.00,0.00
446.22,431.06,579.00,312.00,712.00,0.00,0.00
446.45,431.33,579.00,312.00,712.00,0.00,0.00
446.67,431.61,579.00,312.00,712.00,0.00,0.00
446.89,431.87,579.00,312.00,712.00,0.00,0.00
447.11,432.14,579.00,312.00,712.00,0.00,0.00
447.33,432.40,579.00,312.00,712.00,0.00,0.00
447.54,432.66,579.00,312.00,712.00,0.00,0.00
447.76,432.91,579.00,312.00,712.00,0.00,0.00
447.97,433.16,579.00,312.00,712.00,0.00,0.00
448.18,433.40,579.00,312.00,712.00,0.00,0.00
448.39,433.65,579.00,312.00,712.00,0.00,0.00
448.59,433.88,579.00,312.00,712.00,0.00,0.00
448.80,434.12,579.00,312.00,712.00,0.00,0.00
449.00,434.35,579.00,312.00,712.00,0.00,0.00
449.20,434.58,579.00,312.00,712.00,0.00,0.00
449.40,434.80,579.00,312.00,712.00,0.00,0.00
449.59,435.02,579.00,312.00,712.00,0.00,0.00
449.79,435.24,579.00,312.00,712.00,0.00,0.00
449.98,435.45,579.00,312.00,712.00,0.00,0.00
450.17,435.66,579.00,312.00,712.00,0.00,0.00
450.36,435.87,579.00,312.00,712.00,0.00,0.00
450.55,436.08,579.00,312.00,712.00,0.00,0.00
450.74,436.28,579.00,312.00,712.00,0.00,0.00
450.92,436.47,579.00,312.00,712.00,0.00,0.00
451.10,436.67,579.00,312.00,712.00,0.00,0.00
451.28,436.86,579.00,312.00,712.00,0.00,0.00
451.46,437.05,579.00,312.00,712.00,0.00,0.00
451.64,437.24,579.00,312.00,712.00,0.00,0.00
451.82,437.42,579.00,312.00,712.00,0.00,0.00
451.99,437.60,579.00,312.00,712.00,0.00,0.00
452.17,437.77,579.00,312.00,712.00,0.00,0.00
452.34,437.95,579.00,312.00,712.00,0.00,0.00
452.51,438.12,579.00,312.00,712.00,0.00,0.00
452.68,438.29,579.00,312.00,712.00,0.00,0.00
452.84,438.45,579.00,312.00,712.00,0.00,0.00
453.01,438.62,579.00,312.00,712.00,0.00,0.00
453.17,438.78,579.00,312.00,712.00,0.00,0.00
453.34,438.94,579.00,312.00,712.00,0.00,0.00
453.50,439.09,579.00,312.00,712.00,0.00,0.00
453.66,439.24,579.00,312.00,712.00,0.00,0.00
453.82,439.39,579.00,312.00,712.00,0.00,0.00
453.97,439.54,579.00,312.00,712.00,0.00,0.00
454.13,439.68,579.00,312.00,712.00,0.00,0.00
454.28,439.83,579.00,312.00,712.00,0.00,0.00
454.43,439.97,579.00,312.00,712.00,0.00,0.00
454.59,440.10,579.00,312.00,712.00,0.00,0.00
454.74,440.24,579.00,312.00,712.00,0.00,0.00
454.88,440.37,579.00,312.00,712.00,0.00,0.00
455.03,440.50,579.00,312.00,712.00,0.00,0.00
455.18,440.63,579.00,312.00,712.00,0.00,0.00
455.32,440.76,579.00,312.00,712.00,0.00,0.00
455.47,440.88,579.00,312.00,712.00,0.00,0.00
455.61,441.00,579.00,312.00,712.00,0.00,0.00
455.75,441.12,579.00,312.00,712.00,0.00,0.00
455.89,441.24,579.00,312.00,712.00,0.00,0.00
456.03,441.35,579.00,312.00,712.00,0.00,0.00
456.16,441.46,579.00,312.00,712.00,0.00,0.00
456.30,441.57,579.00,312.00,712.00,0.00,0.00
456.43,441.68,579.00,312.00,712.00,0.00,0.00
456.57,441.79,579.00,312.00,712.00,0.00,0.00
456.70,441.89,579.00,312.00,712.00,0.00,0.00
456.83,442.00,579.00,312.00,712.00,0.00,0.00
456.96,442.10,579.00,312.00,712.00,0.00,0.00
457.09,442.20,579.00,312.00,712.00,0.00,0.00
457.22,442.29,579.00,312.00,712.00,0.00,0.00
457.34,442.39,579.00,312.00,712.00,0.00,0.00
457.47,442.48,579.00,312.00,712.00,0.00,0.00
457.59,442.57,579.00,312.00,712.00,0.00,0.00
457.71,442.66,579.00,312.00,712.00,0.00,0.00
457.84,442.75,579.00,312.00,712.00,0.00,0.00
457.96,442.83,579.00,312.00,712.00,0.00,0.00
458.08,442.92,579.00,312.00,712.00,0.00,0.00
458.20,443.00,579.00,312.00,712.00,0.00,0.00
458.31,443.08,579.00,312.00,712.00,0.00,0.00
458.43,443.16,579.00,312.00,712.00,0.00,0.00
458.54,443.24,579.00,312.00,712.00,0.00,0.00
458.66,443.31,579.00,312.00,712.00,0.00,0.00
458.77,443.39,579.00,312.00,712.00,0.00,0.00
458.89,443.46,579.00,312.00,712.00,0.00,0.00
459.00,443.53,579.00,312.00,712.00,0.00,0.00
459.11,443.60,579.00,312.00,712.00,0.00,0.00
459.22,443.67,579.00,312.00,712.00,0.00,0.00
459.32,443.73,579.00,312.00,712.00,0.00,0.00
459.43,443.80,579.00,312.00,712.00,0.00,0.00
459.54,443.86,579.00,312.00,712.00,0.00,0.00
459.64,443.92,579.00,312.00,712.00,0.00,0.00
459.75,443.98,579.00,312.00,712.00,0.00,0.00
459.85,444.04,579.00,312.00,712.00,0.00,0.00
459.95,444.10,579.00,312.00,712.00,0.00,0.00
460.06,444.15,579.00,312.00,712.00,0.00,0.00
460.16,444.21,579.00,312.00,712.00,0.00,0.00
460.26,444.26,579.00,312.00,712.00,0.00,0.00
460.36,444.31,579.00,312.00,712.00,0.00,0.00
460.45,444.36,579.00,312.00,712.00,0.00,0.00
460.55,444.41,579.00,312.00,712.00,0.00,0.00
460.65,444.46,579.00,312.00,712.00,0.00,0.00
460.74,444.51,579.00,312.00,712.00,0.00,0.00
460.84,444.55,579.00,312.00,712.00,0.00,0.00
460.93,444.60,579.00,312.00,712.00,0.00,0.00
461.02,444.64,579.00,312.00,712.00,0.00,0.00
461.12,444.68,579.00,312.00,712.00,0.00,0.00
461.21,444.72,579.00,312.00,712.00,0.00,0.00
461.30,444.76,579.00,312.00,712.00,0.00,0.00
461.39,444.80,579.00,312.00,712.00,0.00,0.00
461.48,444.84,579.00,312.00,712.00,0.00,0.00
461.57,444.87,579.00,312.00,712.00,0.00,0.00
461.65,444.91,579.00,312.00,712.00,0.00,0.00
461.74,444.94,579.00,312.00,712.00,0.00,0.00
461.83,444.97,579.00,312.00,712.00,0.00,0.00
461.91,445.00,579.00,312.00,712.00,0.00,0.00
461.99,445.00,579.00,312.00,712.00,0.00,0.00
462.08,445.00,579.00,312.00,712.00,0.00,0.00
462.16,445.00,579.00,312.00,712.00,0.00,0.00
462.24,445.00,579.00,312.00,712.00,0.00,0.00
462.32,445.00,579.00,312.00,712.00,0.00,0.00
462.40,445.00,579.00,312.00,712.00,0.00,0.00
462.48,445.00,579.00,312.00,712.00,0.00,0.00
462.56,445.00,579.00,312.00,712.00,0.00,0.00
462.64,445.00,579.00,312.00,712.00,0.00,0.00
462.72,445.00,579.00,312.00,712.00,0.00,0.00
462.80,445.00,579.00,312.00,712.00,0.00,0.00
462.87,445.00,579.00,312.00,712.00,0.00,0.00
462.95,445.00,579.00,312.00,712.00,0.00,0.00
463.02,445.00,579.00,312.00,712.00,0.00,0.00
463.10,445.00,579.00,312.00,712.00,0.00,0.00
463.17,445.00,579.00,312.00,712.00,0.00,0.00
463.24,445.00,579.00,312.00,712.00,0.00,0.00
463.32,445.00,579.00,312.00,712.00,0.00,0.00
463.39,445.00,579.00,312.00,712.00,0.00,0.00
463.46,445.00,579.00,312.00,712.00,0.00,0.00
463.53,445.00,579.00,312.00,712.00,0.00,0.00
463.60,445.00,579.00,312.00,712.00,0.00,0.00
463.67,445.00,579.00,312.00,712.00,0.00,0.00
464.02,445.00,579.00,312.00,712.00,0.00,0.00
464.40,445.00,579.00,312.00,712.00,0.00,0.00
464.83,445.00,579.00,312.00,712.00,0.00,0.00
465.32,445.00,579.00,312.00,712.00,0.00,0.00
465.89,445.00,579.00,312.00,712.00,0.00,0.00
466.52,445.00,579.00,312.00,712.00,0.00,0.00
467.24,445.00,579.00,312.00,712.00,0.00,0.00
468.04,445.00,579.00,312.00,712.00,0.00,0.00
468.94,445.00,579.00,312.00,712.00,0.00,0.00
469.93,445.00,579.00,312.00,712.00,0.00,0.00
471.03,445.00,579.00,312.00,712.00,0.00,0.00
472.25,445.00,579.00,312.00,712.00,0.00,0.00
473.59,445.00,579.00,312.00,712.00,0.00,0.00
475.08,445.00,579.00,312.00,712.00,0.00,0.00
476.71,445.00,579.00,312.00,712.00,0.00,0.00
478.51,445.00,579.00,312.00,712.00,0.00,0.00
480.49,445.00,579.00,312.00,712.00,0.00,0.00
482.66,445.00,579.00,312.00,712.00,0.00,0.00
485.04,445.00,579.00,312.00,712.00,0.00,0.00
487.64,445.00,579.00,312.00,712.00,0.00,0.00
490.49,445.00,579.00,312.00,712.00,0.00,0.00
493.61,445.00,579.00,312.00,712.00,0.00,0.00
497.03,445.00,579.00,312.00,712.00,0.00,0.00
500.75,445.00,579.00,312.00,712.00,0.00,0.00
504.83,445.00,579.00,312.00,712.00,0.00,0.00
509.27,445.00,579.00,312.00,712.00,0.00,0.00
514.12,445.00,579.00,312.00,712.00,0.00,0.00
519.41,445.00,579.00,312.00,712.00,0.00,0.00
525.18,445.00,579.00,312.00,712.00,0.00,0.00
531.47,445.00,579.00,312.00,712.00,0.00,0.00
538.32,445.00,579.00,312.00,712.00,0.00,0.00
545.78,445.00,579.00,312.00,712.00,0.00,0.00
553.91,445.00,579.00,312.00,712.00,0.00,0.00
562.75,445.00,579.00,312.00,712.00,0.00,0.00
572.39,445.00,579.00,312.00,712.00,0.00,0.00
582.87,445.00,579.00,312.00,712.00,0.00,0.00
594.27,445.00,579.00,312.00,712.00,0.00,0.00
601.00,445.00,579.00,312.00,712.00,0.00,0.00
606.77,445.00,579.00,312.00,712.00,0.00,0.00
611.94,445.00,579.00,312.00,712.00,0.00,0.00
616.56,445.00,581.46,312.00,712.00,0.00,0.00
620.68,445.00,585.84,312.00,712.00,0.00,0.00
624.36,445.00,590.23,312.00,712.00,0.00,0.00
627.63,445.00,594.57,312.00,712.00,0.00,0.00
630.54,445.00,598.83,312.00,712.00,0.00,0.00
633.11,445.00,602.98,312.00,712.00,0.00,0.00
635.38,445.00,606.98,312.00,712.00,0.00,0.00
637.38,445.00,610.82,312.00,707.52,0.00,0.00
639.13,445.00,614.48,312.00,701.56,0.00,0.00
640.65,445.00,617.95,312.00,695.88,0.00,0.00
641.98,445.00,621.23,312.00,690.51,0.00,0.00
643.12,445.00,624.30,312.00,685.44,0.00,0.00
644.09,445.00,627.18,312.00,680.70,0.00,0.00
644.92,445.00,629.86,312.00,676.27,0.00,0.00
645.61,445.00,632.34,312.00,672.16,0.00,0.00
646.18,445.00,634.62,312.00,668.37,0.00,0.00
646.64,445.00,636.72,312.00,664.89,0.00,0.00
647.00,445.00,638.64,312.00,661.71,0.00,0.00
647.27,445.00,640.38,312.00,658.82,0.00,0.00
647.46,445.00,641.95,312.00,656.22,0.00,0.00
647.57,445.00,643.36,312.00,653.88,0.00,0.00
647.62,445.00,644.61,312.00,651.80,0.00,0.00
647.61,445.00,645.72,312.00,649.97,0.00,0.00
647.55,445.00,646.69,312.00,648.38,0.00,0.00
647.44,445.00,647.53,312.00,647.01,0.00,0.00
647.29,445.00,648.25,312.00,645.84,0.00,0.00
647.10,445.00,648.84,312.00,644.88,0.00,0.00
646.87,445.00,649.33,312.00,644.10,0.00,0.00
646.62,445.00,649.72,312.00,643.50,0.00,0.00
646.33,445.00,650.01,312.00,643.06,0.00,0.00
646.03,445.00,650.21,312.00,642.77,0.00,0.00
645.70,445.00,650.33,312.00,642.63,0.00,0.00
645.35,445.00,650.38,312.00,642.61,0.00,0.00
644.98,445.00,650.35,312.00,642.72,0.00,0.00
644.60,445.00,650.25,312.00,642.94,0.00,0.00
644.21,445.00,650.09,312.00,643.27,0.00,0.00
643.80,445.00,649.88,312.00,643.69,0.00,0.00
643.39,445.00,649.62,312.00,644.20,0.00,0.00
642.96,445.00,649.30,312.00,644.79,0.00,0.00
642.53,445.00,648.95,312.00,645.45,0.00,0.00
642.09,445.00,648.55,312.00,646.18,0.00,0.00
641.65,445.00,648.12,312.00,646.97,0.00,0.00
641.20,445.00,647.65,312.00,647.82,0.00,0.00
640.75,445.00,647.15,312.00,648.72,0.00,0.00
640.30,445.00,646.63,312.00,649.66,0.00,0.00
639.84,445.00,646.08,312.00,650.63,0.00,0.00
639.39,445.00,645.51,312.00,651.65,0.00,0.00
638.93,445.00,644.92,312.00,652.69,0.00,0.00
638.47,445.00,644.32,312.00,653.76,0.00,0.00
638.01,445.00,643.69,312.00,654.86,0.00,0.00
637.55,445.00,643.06,312.00,655.97,0.00,0.00
637.09,445.00,642.41,312.00,657.10,0.00,0.00
636.63,445.00,641.75,312.00,658.24,0.00,0.00
636.18,445.00,641.08,312.00,659.40,0.00,0.00
635.72,445.00,640.41,312.00,660.56,0.00,0.00
635.27,445.00,639.73,312.00,661.73,0.00,0.00
634.82,445.00,639.04,312.00,662.90,0.00,0.00
634.37,445.00,638.35,312.00,664.08,0.00,0.00
633.92,445.00,637.66,312.00,665.25,0.00,0.00
633.48,445.00,636.96,312.00,666.42,0.00,0.00
633.04,445.00,636.26,312.00,667.60,0.00,0.00
632.60,445.00,635.57,312.00,668.76,0.00,0.00
632.16,445.00,634.87,312.00,669.92,0.00,0.00
631.73,445.00,634.17,312.00,671.08,0.00,0.00
631.30,445.00,633.48,312.00,672.23,0.00,0.00
630.87,445.00,632.78,312.00,673.37,0.00,0.00
630.45,445.00,632.09,312.00,674.49,0.00,0.00
630.03,445.00,631.41,312.00,675.61,0.00,0.00
629.61,445.00,630.72,312.00,676.72,0.00,0.00
629.19,445.00,630.04,312.00,677.82,0.00,0.00
628.78,445.00,629.37,312.00,678.90,0.00,0.00
628.37,445.00,628.69,312.00,679.98,0.00,0.00
627.97,445.00,628.03,312.00,681.04,0.00,0.00
627.56,445.00,627.36,312.00,682.08,0.00,0.00
627.16,445.00,626.70,312.00,683.12,0.00,0.00
626.77,445.00,626.05,312.00,684.13,0.00,0.00
626.38,445.00,625.41,312.00,685.14,0.00,0.00
625.99,445.00,624.76,312.00,686.13,0.00,0.00
625.60,445.00,624.13,312.00,687.11,0.00,0.00
625.22,445.00,623.50,312.00,688.07,0.00,0.00
624.84,445.00,622.87,312.00,689.01,0.00,0.00
624.46,445.00,622.26,312.00,689.95,0.00,0.00
624.09,445.00,621.64,312.00,690.86,0.00,0.00
623.72,445.00,621.04,312.00,691.77,0.00,0.00
623.35,445.00,620.44,312.00,692.65,0.00,0.00
622.99,445.00,619.84,312.00,693.52,0.00,0.00
622.63,445.00,619.26,312.00,694.38,0.00,0.00
622.27,445.00,618.68,312.00,695.23,0.00,0.00
621.92,445.00,618.10,312.00,696.05,0.00,0.00
621.56,445.00,617.53,312.00,696.87,0.00,0.00
621.22,445.00,616.97,312.00,697.67,0.00,0.00
620.87,445.00,616.42,312.00,698.45,0.00,0.00
620.53,445.00,615.87,312.00,699.22,0.00,0.00
620.19,445.00,615.32,312.00,699.98,0.00,0.00
619.85,445.00,614.79,312.00,700.72,0.00,0.00
619.52,445.00,614.26,312.00,701.44,0.00,0.00
619.19,445.00,613.73,312.00,702.16,0.00,0.00
618.86,445.00,613.21,312.00,702.86,0.00,0.00
618.54,445.00,612.70,312.00,703.54,0.00,0.00
618.22,445.00,612.20,312.00,704.22,0.00,0.00
617.90,445.00,611.70,312.00,704.88,0.00,0.00
617.58,445.00,611.20,312.00,705.52,0.00,0.00
617.27,445.00,610.72,312.00,706.16,0.00,0.00
616.96,445.00,610.23,312.00,706.78,0.00,0.00
616.65,445.00,609.76,312.00,707.38,0.00,0.00
616.35,445.00,609.29,312.00,707.98,0.00,0.00
616.05,445.00,608.82,312.00,708.56,0.00,0.00
615.75,445.00,608.37,312.00,709.13,0.00,0.00
615.45,445.00,607.91,312.00,709.69,0.00,0.00
615.16,445.00,607.47,312.00,710.24,0.00,0.00
614.87,445.00,607.03,312.00,710.77,0.00,0.00
614.58,445.00,606.59,312.00,711.30,0.00,0.00
614.29,445.00,606.16,312.00,711.81,0.00,0.00
614.01,445.00,605.73,312.00,712.00,0.00,0.00
613.73,445.00,605.32,312.00,712.00,0.00,0.00
613.45,445.00,604.90,312.00,712.00,0.00,0.00
613.17,445.00,604.49,312.00,712.00,0.00,0.00
612.90,445.00,604.09,312.00,712.00,0.00,0.00
612.63,445.00,603.69,312.00,712.00,0.00,0.00
612.36,445.00,603.30,312.00,712.00,0.00,0.00
612.09,445.00,602.91,312.00,712.00,0.00,0.00
611.83,445.00,602.53,312.00,712.00,0.00,0.00
611.57,445.00,602.15,312.00,712.00,0.00,0.00
611.31,445.00,601.78,312.00,712.00,0.00,0.00
611.05,445.00,601.41,312.00,712.00,0.00,0.00
610.80,445.00,601.05,312.00,712.00,0.00,0.00
610.55,445.00,600.69,312.00,712.00,0.00,0.00
610.30,445.00,600.34,312.00,712.00,0.00,0.00
610.05,445.00,599.99,312.00,712.00,0.00,0.00
609.80,445.00,599.65,312.00,712.00,0.00,0.00
609.56,445.00,599.31,312.00,712.00,0.00,0.00
609.32,445.00,598.97,312.00,712.00,0.00,0.00
